run,bioproject,gbp,library_strategy,library_selection,model,sample_name,taxon_name,experiment_accession,experiment_title,library_name,library_source,library_layout,platform,submitter,study_accession,study_alias,study_centre_project_name,organisation,organisation_department,organisation_institution,organisation_street,organisation_city,organisation_country,organisation_contact_name,organisation_contact_email,sample_description,sample_alias,sample_accession,biosample,sample_title,collection_date,depth,env_biome,env_feature,env_material,geo_loc_name,lat_lon,cruise_id,bottle_id,isolation_source,biosamplemodel,study_title,design_description,study_abstract,study_links,number_of_runs_for_sample,spots,bases,run_size,published,read1_length_average,read1_length_stdev,read2_length_average,read2_length_stdev,yyyymmdd_edu,decy_edu,time_edu,latN_edu,lonW_edu,QF_edu,Depth_edu,Temp_edu,CTD_S_edu,Sal1_edu,Sig.th_edu,O2.1._edu,OxFix_edu,Anom1_edu,CO2_edu,Alk_edu,NO31_edu,NO21_edu,PO41_edu,Si1_edu,POC_edu,PON_edu,TOC_edu,TN_edu,Bact_edu,POP_edu,TDP_edu,SRP_edu,BSi_edu,LSi_edu,Pro_edu,Syn_edu,Piceu_edu,Naneu_edu
SRR5720257,PRJNA385855,4.472,WGS,RANDOM,NextSeq 550,S0615,marine metagenome,SRX2937297,"Metagenome from BATS, BATS188, 10m",S0615,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP109831,PRJNA385855,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0615,SRS2299085,SAMN07137112,,2004-05-18,10,ocean biome,ocean,water,"Atlantic Ocean: Sargasso Sea, BATS",31.66 N 64.16 W,BATS188,1018800504,"sample S0615, cruise BATS188, 10 m depth",MIGS/MIMS/MIMARKS.water,Temporal sampling of marine metagenomes from Station ALOHA and BATS,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]",1,14907037,4472111100,1865588302,2018-05-01 00:39:25,150,0,150,0,20040518,2004.37902,1717,31.689,64.194,2,3.1,23.272,36.913,-999,25.308,-999,22.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999
SRR5720258,PRJNA385855,6.449,WGS,RANDOM,NextSeq 550,S0616,marine metagenome,SRX2937296,"Metagenome from BATS, BATS188, 80m",S0616,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP109831,PRJNA385855,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0616,SRS2299084,SAMN07137113,,2004-05-18,80,ocean biome,ocean,water,"Atlantic Ocean: Sargasso Sea, BATS",31.66 N 64.16 W,BATS188,1018800509,"sample S0616, cruise BATS188, 80 m depth",MIGS/MIMS/MIMARKS.water,Temporal sampling of marine metagenomes from Station ALOHA and BATS,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]",1,21495920,6448776000,2677175606,2018-05-01 00:39:25,150,0,150,0,20040518,2004.37902,1717,31.689,64.194,2,79.6,19.593,36.669,-999,26.149,-999,18.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999
SRR5720260,PRJNA385855,3.771,WGS,RANDOM,NextSeq 550,S0618,marine metagenome,SRX2937294,"Metagenome from BATS, BATS189, 10m",S0618,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP109831,PRJNA385855,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0618,SRS2299082,SAMN07137115,,2004-06-15,10,ocean biome,ocean,water,"Atlantic Ocean: Sargasso Sea, BATS",31.66 N 64.16 W,BATS189,1018900301,"sample S0618, cruise BATS189, 10 m depth",MIGS/MIMS/MIMARKS.water,Temporal sampling of marine metagenomes from Station ALOHA and BATS,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]",1,12568946,3770683800,1575937500,2018-05-01 00:39:25,150,0,150,0,20040615,2004.45557,1745,31.684,64.252,2,2.4,24.488,36.642,-999,24.741,-999,22.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
SRR5720262,PRJNA385855,6.831,WGS,RANDOM,NextSeq 550,S0612,marine metagenome,SRX2937292,"Metagenome from BATS, BATS183, 1m",S0612,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP109831,PRJNA385855,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0612,SRS2299080,SAMN07137109,,2003-12-02,1,ocean biome,ocean,water,"Atlantic Ocean: Sargasso Sea, BATS",31.66 N 64.16 W,BATS183,1018300401,"sample S0612, cruise BATS183, 1 m depth",MIGS/MIMS/MIMARKS.water,Temporal sampling of marine metagenomes from Station ALOHA and BATS,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]",1,22769159,6830747700,3143858891,2018-05-01 00:39:25,150,0,150,0,20031202,2003.91987,1802,31.608,64.267,2,2.7,24.207,36.801,-999,24.946,-999,22.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
SRR5720263,PRJNA385855,9.416,WGS,RANDOM,NextSeq 550,S0613,marine metagenome,SRX2937291,"Metagenome from BATS, BATS183, 100m",S0613,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP109831,PRJNA385855,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0613,SRS2299079,SAMN07137110,,2003-12-02,100,ocean biome,ocean,water,"Atlantic Ocean: Sargasso Sea, BATS",31.66 N 64.16 W,BATS183,1018300410,"sample S0613, cruise BATS183, 100 m depth",MIGS/MIMS/MIMARKS.water,Temporal sampling of marine metagenomes from Station ALOHA and BATS,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]",1,31385119,9415535700,4305997380,2018-05-01 00:39:25,150,0,150,0,20031202,2003.91987,1802,31.608,64.267,2,99.5,20.654,36.635,-999,25.84,-999,19.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
SRR5720275,PRJNA385855,11.852,WGS,RANDOM,NextSeq 550,S0610,marine metagenome,SRX2937279,"Metagenome from BATS, BATS182, 80m",S0610,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP109831,PRJNA385855,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0610,SRS2299067,SAMN07137107,,2003-11-04,80,ocean biome,ocean,water,"Atlantic Ocean: Sargasso Sea, BATS",31.66 N 64.16 W,BATS182,1018200406,"sample S0610, cruise BATS182, 80 m depth",MIGS/MIMS/MIMARKS.water,Temporal sampling of marine metagenomes from Station ALOHA and BATS,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]",1,39505982,11851794600,5389100234,2018-05-01 00:39:25,150,0,150,0,20031104,2003.84315,1801,31.673,64.184,2,79.9,23.874,36.621,-999,24.913,-999,23.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
SRR5720276,PRJNA385855,7.368,WGS,RANDOM,NextSeq 550,S0609,marine metagenome,SRX2937278,"Metagenome from BATS, BATS182, 1m",S0609,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP109831,PRJNA385855,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0609,SRS2299066,SAMN07137106,,2003-11-04,1,ocean biome,ocean,water,"Atlantic Ocean: Sargasso Sea, BATS",31.66 N 64.16 W,BATS182,1018200401,"sample S0609, cruise BATS182, 1 m depth",MIGS/MIMS/MIMARKS.water,Temporal sampling of marine metagenomes from Station ALOHA and BATS,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]",1,24558490,7367547000,3391440277,2018-05-01 00:39:25,150,0,150,0,20031104,2003.84315,1801,31.673,64.184,2,3,25.333,36.387,-999,24.29,-999,24.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
SRR5720277,PRJNA385855,9.17,WGS,RANDOM,NextSeq 550,S0604,marine metagenome,SRX2937277,"Metagenome from BATS, BATS194, 80m",S0604,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP109831,PRJNA385855,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0604,SRS2299065,SAMN07137101,,2004-11-12,80,ocean biome,ocean,water,"Atlantic Ocean: Sargasso Sea, BATS",31.66 N 64.16 W,BATS194,1019400406,"sample S0604, cruise BATS194, 80 m depth",MIGS/MIMS/MIMARKS.water,Temporal sampling of marine metagenomes from Station ALOHA and BATS,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]",1,30565919,9169775700,4206549140,2018-05-01 00:39:25,150,0,150,0,20041112,2004.86498,1358,31.672,64.174,2,18.2,23.271,36.671,-999,25.125,-999,21.7,-999,-999,-999,-999,-999,-999,-999,21.67,4.38,-999,-999,6.2,0.007,-999,-999,13.64,1.96,89991,7153,614,240
SRR5720278,PRJNA385855,7.458,WGS,RANDOM,NextSeq 550,S0603,marine metagenome,SRX2937276,"Metagenome from BATS, BATS194, 1m",S0603,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP109831,PRJNA385855,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0603,SRS2299064,SAMN07137100,,2004-11-12,1,ocean biome,ocean,water,"Atlantic Ocean: Sargasso Sea, BATS",31.66 N 64.16 W,BATS194,1019400401,"sample S0603, cruise BATS194, 1 m depth",MIGS/MIMS/MIMARKS.water,Temporal sampling of marine metagenomes from Station ALOHA and BATS,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]",1,24861137,7458341100,3405814301,2018-05-01 00:39:25,150,0,150,0,20041112,2004.86498,1358,31.672,64.174,2,3.2,23.267,36.662,36.669,25.119,210.8,23,0.6,2052.5,2395.2,-999,-999,-999,-999,-999,-999,66.7,4.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
SRR5720280,PRJNA385855,11.369,WGS,RANDOM,NextSeq 550,S0601,marine metagenome,SRX2937274,"Metagenome from BATS, BATS193, 100m",S0601,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP109831,PRJNA385855,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0601,SRS2299062,SAMN07137098,,2004-10-13,100,ocean biome,ocean,water,"Atlantic Ocean: Sargasso Sea, BATS",31.66 N 64.16 W,BATS193,1019300407,"sample S0601, cruise BATS193, 100 m depth",MIGS/MIMS/MIMARKS.water,Temporal sampling of marine metagenomes from Station ALOHA and BATS,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]",1,37895083,11368524900,5208930936,2018-05-01 00:39:25,150,0,150,0,20041013,2004.78338,1713,31.684,64.296,2,99.7,19.706,36.647,-999,26.103,-999,19.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
