run,bioproject,gbp,library_strategy,library_selection,model,sample_name,taxon_name,experiment_accession,experiment_title,library_name,library_source,library_layout,platform,submitter,study_accession,study_alias,study_centre_project_name,organisation,organisation_department,organisation_institution,organisation_street,organisation_city,organisation_country,organisation_contact_name,organisation_contact_email,sample_description,sample_alias,sample_accession,biosample,sample_title,chlorophyll_sensor,citation,ena_first_public,ena_last_update,event_date_time_end,external_id,insdc_center_alias,insdc_center_name,insdc_first_public,insdc_last_update,insdc_status,latitude_end,longitude_end,salinity_sensor,submitter_id,depth,environment_biome,environment_feature,environment_material,environmental_package,event_date_time_start,event_label,further_details,last_update_date,latitude_start,longitude_start,nitrate_sensor,oxygen_sensor,project_name,protocol_label,sample_collection_device,sample_name_1,sample_status,sampling_campaign,sampling_platform,sampling_station,size_fraction_lower_threshold,size_fraction_upper_threshold,temperature,study_title,design_description,study_abstract,study_links,number_of_runs_for_sample,spots,bases,run_size,published,read1_length_average,read1_length_stdev,read2_length_average,read2_length_stdev,marine_region,ena_first_public_1,ena_last_update_1,scientific_name,alias,ena_checklist,sra_accession
ERR599001,PRJEB1787,38.444,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100002029,marine metagenome,ERX555951,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_AGSIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100002029) was collected during the Tara Oceans expedition (2009-2013) at station TARA_152 (latitudeN=43.7684, longitudeE=-16.9047) on date/time=2012-03-19T18:46:13, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 5-160 m, targeting a water layer with no specific feature in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.",SAMEA2623919,ERS494628,SAMEA2623919,TARA_20120319T1848Z_152_EVENT_CAST_B2-B10_I_(5-160 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100002029,99999,tbd,2014-09-12,2015-11-04,2012-03-19T19:18,SAMEA2623919,GSC,Genoscope,2014-09-12T17:03:38Z,2015-11-04T11:49:04Z,public,43.7738,-16.9097,99999,TARA_B100002029,82.5,marine biome (ENVO:00000447),water layer with no specific feature,"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2012-03-19T18:46:13,TARA_20120319T1848Z_152_EVENT_CAST,tbd,2014-05-01Z,43.7684,-16.9047,99999,99999,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-3,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,TARA_B100002029,This version can be used to provide data discovery services,TARA_20120314Z,SV Tara,TARA_152,0.22,3,99999,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,194231437,38443789167,25627912319,2014-09-13 07:26:33,99.2,7.85,98.72,9,"","","","","","",""
ERR599002,PRJEB1787,31.588,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000214,marine metagenome,ERX556063,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ACGIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000214) was collected during the Tara Oceans expedition (2009-2013) at station TARA_052 (latitudeN=-16.9534, longitudeE=53.9601) on date/time=2010-05-17T11:42, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 73-77 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000215.",SAMEA2620570,ERS489585,SAMEA2620570,TARA_20100517T1142Z_052_EVENT_PUMP_P_D_(75 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-1.6_TARA_B100000214,0.394226,tbd,2014-09-12,2015-11-04,2010-05-17T13:50,SAMEA2620570,GSC,Genoscope,2014-09-12T17:03:37Z,2015-11-04T11:48:31Z,public,-16.9675,53.9199,34.910755,TARA_B100000214,75,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2010-05-17T11:42,TARA_20100517T1142Z_052_EVENT_PUMP,tbd,2014-05-01Z,-16.9534,53.9601,0.244232,192.55925,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,PUMP (High Volume Peristaltic Pump) with ECOTriplet,TARA_B100000214,This version can be used to provide data discovery services,TARA_20100515Z,SV Tara,TARA_052,0.22,1.6,24.89426,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,159178051,31587649343,21527569314,2014-09-13 07:26:31,99.26,6.57,99.18,7.28,(search radius=5 degrees) Marine Ecoregion:Cargados Carajos/Tromelin Island (MRGID:22029),"","","","","",""
ERR599003,PRJEB1787,5.461,WGS,RANDOM,Illumina HiSeq 2000,TARA_X000000263,marine metagenome,ERX556024,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ABBIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_X000000263) was collected during the Tara Oceans expedition (2009-2013) at station TARA_004 (latitudeN=36.5533, longitudeE=-6.5669) on date/time=2009-09-15T11:30, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_X000000264.",SAMEA2619376,ERS487899,SAMEA2619376,TARA_20090915T1130Z_004_EVENT_PUMP_P_S_(5 m)_BACT_NUC-DNA(100L)_W0.22-1.6_TARA_X000000263,0.078,tbd,2014-09-12,2015-11-04,2009-09-15T14:30,SAMEA2619376,GSC,Genoscope,2014-09-12T17:03:36Z,2015-11-04T11:48:17Z,public,35.5571,-6.5586,36.6324,TARA_X000000263,5,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2009-09-15T11:30,TARA_20090915T1130Z_004_EVENT_PUMP,tbd,2014-05-01Z,36.5533,-6.5669,99999,99999,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,PUMP (High Volume Peristaltic Pump),TARA_X000000263,This version can be used to provide data discovery services,TARA_20090913Z,SV Tara,TARA_004,0.22,1.6,20.5251,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,28822442,5460520120,3520365035,2014-09-13 07:26:31,89.23,24.43,100.22,5.15,(search radius=5 degrees) Marine Ecoregion:Alboran Sea (MRGID:3324),"","","","","",""
ERR599006,PRJEB1787,39.914,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000524,marine metagenome,ERX556088,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_AATIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000524) was collected during the Tara Oceans expedition (2009-2013) at station TARA_078 (latitudeN=-30.1367, longitudeE=-43.2899) on date/time=2010-11-04T10:04, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000525.",SAMEA2621254,ERS490659,SAMEA2621254,TARA_20101104T1004Z_078_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000524,0.053173,tbd,2014-09-12,2015-11-04,2010-11-04T13:25,SAMEA2621254,GSC,Genoscope,2014-09-12T17:03:39Z,2015-11-04T11:49:46Z,public,-30.1885,-43.2831,36.32425,TARA_B100000524,5,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2010-11-04T10:04,TARA_20101104T1004Z_078_EVENT_PUMP,tbd,2014-05-01Z,-30.1367,-43.2899,-0.385346,221.47475,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,PUMP (High Volume Peristaltic Pump),TARA_B100000524,This version can be used to provide data discovery services,TARA_20101031Z,SV Tara,TARA_078,0.22,3,19.854083,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,206080531,39914333494,29637939201,2014-09-13 07:26:31,96.98,10.44,96.7,11.22,"","","","","","",""
ERR599007,PRJEB1787,26.357,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000902,marine metagenome,ERX556005,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ADDIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000902) was collected during the Tara Oceans expedition (2009-2013) at station TARA_102 (latitudeN=-5.2669, longitudeE=-85.2732) on date/time=2011-04-22T21:13, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 38-42 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000903.",SAMEA2622219,ERS492012,SAMEA2622219,TARA_20110422T2113Z_102_EVENT_PUMP_P_D_(40 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000902,0.728939,tbd,2014-09-12,2015-11-04,2011-04-22T23:45,SAMEA2622219,GSC,Genoscope,2014-09-12T17:03:39Z,2015-11-04T11:49:30Z,public,-5.2476,-85.3343,34.900284,TARA_B100000902,40,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2011-04-22T21:13,TARA_20110422T2113Z_102_EVENT_PUMP,tbd,2014-05-01Z,-5.2669,-85.2732,20.328327,103.916711,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,PUMP (High Volume Peristaltic Pump) with ECOTriplet,TARA_B100000902,This version can be used to provide data discovery services,TARA_20110401Z,SV Tara,TARA_102,0.22,3,19.566255,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,132726859,26356523300,16556947991,2014-09-13 07:26:31,99.21,7.58,99.37,7.5,"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)","","","","","",""
ERR599009,PRJEB1787,16.285,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000768,marine metagenome,ERX555925,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ACLIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000768) was collected during the Tara Oceans expedition (2009-2013) at station TARA_082 (latitudeN=-47.1863, longitudeE=-58.2902) on date/time=2010-12-06T10:33, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000769.",SAMEA2621401,ERS490885,SAMEA2621401,TARA_20101206T1033Z_082_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000768,0.310844,tbd,2014-09-12,2015-11-04,2010-12-06T11:45,SAMEA2621401,GSC,Genoscope,2014-09-12T17:03:38Z,2015-11-04T11:49:13Z,public,-47.1906,-58.2682,34.048642,TARA_B100000768,5,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2010-12-06T10:33,TARA_20101206T1033Z_082_EVENT_PUMP,tbd,2014-05-01Z,-47.1863,-58.2902,17.091069,305.012167,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,PUMP (High Volume Peristaltic Pump),TARA_B100000768,This version can be used to provide data discovery services,TARA_20101126Z,SV Tara,TARA_082,0.22,3,7.321517,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,82951389,16284990371,11374623442,2014-09-13 07:26:32,98.65,8.43,97.67,10.46,(search radius=5 degrees) Marine Ecoregion:Malvinas/Falklands (MRGID:21890),"","","","","",""
ERR599010,PRJEB1787,5.711,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000513,marine metagenome,ERX555995,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_AAQIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000513) was collected during the Tara Oceans expedition (2009-2013) at station TARA_076 (latitudeN=-20.9354, longitudeE=-35.1803) on date/time=2010-10-16T09:55, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000514.",SAMEA2621198,ERS490542,SAMEA2621198,TARA_20101016T0955Z_076_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000513,0.033622,tbd,2014-09-12,2015-11-04,2010-10-16T12:37,SAMEA2621198,GSC,Genoscope,2014-09-12T17:03:39Z,2015-11-04T11:49:29Z,public,-21.0073,-35.3344,37.101367,TARA_B100000513,5,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2010-10-16T09:55,TARA_20101016T0955Z_076_EVENT_PUMP,tbd,2014-05-01Z,-20.9354,-35.1803,0.030608,206.194333,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,PUMP (High Volume Peristaltic Pump),TARA_B100000513,This version can be used to provide data discovery services,TARA_20101003Z,SV Tara,TARA_076,0.22,3,23.349542,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,30059067,5710891846,3930224820,2014-09-13 07:26:32,91.23,20.38,98.76,8.92,"(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)","","","","","",""
ERR599011,PRJEB1787,6.63,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000282,marine metagenome,ERX555983,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ABXIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000282) was collected during the Tara Oceans expedition (2009-2013) at station TARA_041 (latitudeN=14.6059, longitudeE=69.9776) on date/time=2010-03-30T02:47, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000283.",SAMEA2620194,ERS489043,SAMEA2620194,TARA_20100330T0247Z_041_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-1.6_TARA_B100000282,0.020173,tbd,2014-09-12,2015-11-04,2010-03-30T05:40,SAMEA2620194,GSC,Genoscope,2014-09-12T17:03:37Z,2015-11-04T11:48:19Z,public,14.5,70,36.024883,TARA_B100000282,5,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2010-03-30T02:47,TARA_20100330T0247Z_041_EVENT_PUMP,tbd,2014-05-01Z,14.6059,69.9776,-1.343153,187.42925,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,PUMP (High Volume Peristaltic Pump),TARA_B100000282,This version can be used to provide data discovery services,TARA_20100327Z,SV Tara,TARA_041,0.22,1.6,29.089367,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,33118603,6630373496,4172181544,2014-09-13 07:26:32,100.1,5.21,100.1,5.56,(search radius=5 degrees) Marine Province:West and South Indian Shelf (MRGID:21777),"","","","","",""
ERR599012,PRJEB1787,28.948,WGS,RANDOM,Illumina HiSeq 2000,TARA_B000000532,marine metagenome,ERX556129,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_AEXIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B000000532) was collected during the Tara Oceans expedition (2009-2013) at station TARA_062 (latitudeN=-22.3368, longitudeE=40.3412) on date/time=2010-07-03T08:09, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_B000000535.",SAMEA2620756,ERS489877,SAMEA2620756,TARA_20100703T0809Z_062_EVENT_PUMP_P_S_(5 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B000000532,0.089746,tbd,2014-09-12,2015-11-04,2010-07-03T09:57,SAMEA2620756,GSC,Genoscope,2014-09-12T17:03:37Z,2015-11-04T11:48:45Z,public,-22.3407,40.3444,35.324825,TARA_B000000532,5,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2010-07-03T08:09,TARA_20100703T0809Z_062_EVENT_PUMP,tbd,2014-05-01Z,-22.3368,40.3412,-0.166794,199.895917,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-3,PUMP (High Volume Peristaltic Pump),TARA_B000000532,This version can be used to provide data discovery services,TARA_20100624Z,SV Tara,TARA_062,0.22,3,25.080167,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,145714747,28948356295,19621546189,2014-09-13 07:26:32,99.23,6.35,99.44,6.48,"","","","","","",""
ERR599013,PRJEB1787,6.057,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000131,marine metagenome,ERX556136,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ACCIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000131) was collected during the Tara Oceans expedition (2009-2013) at station TARA_042 (latitudeN=5.9998, longitudeE=73.9067) on date/time=2010-04-04T09:50, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 78-82 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.",SAMEA2620259,ERS489134,SAMEA2620259,TARA_20100404T0950Z_042_EVENT_PUMP_P_D_(80 m)_BACT_NUC-DNA(100L)_W0.22-1.6_TARA_B100000131,0.388348,tbd,2014-09-12,2015-11-04,2010-04-04T11:50,SAMEA2620259,GSC,Genoscope,2014-09-12T17:03:37Z,2015-11-04T11:48:24Z,public,5.9997,73.914,35.103505,TARA_B100000131,80,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2010-04-04T09:50,TARA_20100404T0950Z_042_EVENT_PUMP,tbd,2014-05-01Z,5.9998,73.9067,0.569531,132.77885,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,PUMP (High Volume Peristaltic Pump) with ECOTriplet,TARA_B100000131,This version can be used to provide data discovery services,TARA_20100327Z,SV Tara,TARA_042,0.22,1.6,27.723425,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,32056090,6057421325,3744144744,2014-09-13 07:26:32,93.74,20.18,95.22,14.73,"(search radius=5 degrees) Marine Province:Central Indian Ocean Islands (MRGID:21774), Marine Ecoregion:Maldives (MRGID:21835)","","","","","",""
ERR599014,PRJEB1787,41.709,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100001113,marine metagenome,ERX555941,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ADQIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100001113) was collected during the Tara Oceans expedition (2009-2013) at station TARA_110 (latitudeN=-1.9002, longitudeE=-84.6265) on date/time=2011-05-21T21:00, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 48-52 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_B100001114.",SAMEA2622402,ERS492264,SAMEA2622402,TARA_20110521T2100Z_110_EVENT_PUMP_P_D_(50 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100001113,0.460366,tbd,2014-09-12,2015-11-04,2011-05-21T23:02,SAMEA2622402,GSC,Genoscope,2014-09-12T17:03:38Z,2015-11-04T11:49:04Z,public,-1.8505,-84.6318,35.066093,TARA_B100001113,50,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2011-05-21T21:00,TARA_20110521T2100Z_110_EVENT_PUMP,tbd,2014-05-01Z,-1.9002,-84.6265,10.945064,144.633667,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-3,PUMP (High Volume Peristaltic Pump) with ECOTriplet,TARA_B100001113,This version can be used to provide data discovery services,TARA_20110520Z,SV Tara,TARA_110,0.22,3,21.814577,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,211750391,41708571083,29383526538,2014-09-13 07:26:32,98.68,8.29,98.29,9.43,"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)","","","","","",""
