biosample,run,bioproject,gbp,library_strategy,library_selection,model,sample_name,taxon_name,experiment_accession,experiment_title,library_name,library_source,library_layout,platform,submitter,study_accession,study_alias,study_centre_project_name,organisation,organisation_department,organisation_institution,organisation_street,organisation_city,organisation_country,organisation_contact_name,organisation_contact_email,sample_description,sample_alias,sample_accession,sample_title,collection_date,depth,env_biome,env_feature,env_material,geo_loc_name,cruise_id,bottle_id,isolation_source,biosamplemodel,study_title,design_description,study_abstract,study_links,number_of_runs_for_sample,spots,bases,run_size,published,read1_length_average,read1_length_stdev,read2_length_average,read2_length_stdev,bottle_id_pub,collection_date_pub,date_dog,time_dog,pressure_dbar,temperature_degC,salinity_pss,size_fraction_lower_threshold,size_fraction_upper_threshold,size_frac,samp_size,samp_vol_we_dna_ext,layer,latitude,longitude,lat_lon,year,month,day,time,local_time,environmental_package
SAMN07137058,SRR5720329,PRJNA385855,8.369,WGS,RANDOM,NextSeq 550,S0561,marine metagenome,SRX2937225,"Metagenome from Station ALOHA, HOT155, 5m",S0561,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP109831,PRJNA385855,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0561,SRS2299013,,2004-01-21,5,ocean biome,ocean,water,"Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA",HOT155,1550200314,"sample S0561, cruise HOT155, 5 m depth",MIGS/MIMS/MIMARKS.water,Temporal sampling of marine metagenomes from Station ALOHA and BATS,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]",1,27896151,8368845300,3568416258,2018-05-01 00:39:24,150,0,150,0,1550200314,2004-01-21, 012104, 215330,    4.1, 24.1569, 35.1684,0.22,,0.22-NA,500,100,surface water,22.75,-158,22.75 -158,2004,1,21,21:53:30,11:53:30,water
SAMN07137059,SRR5720328,PRJNA385855,14.674,WGS,RANDOM,NextSeq 550,S0562,marine metagenome,SRX2937226,"Metagenome from Station ALOHA, HOT155, 100m",S0562,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP109831,PRJNA385855,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0562,SRS2299014,,2004-01-21,100,ocean biome,ocean,water,"Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA",HOT155,1550200308,"sample S0562, cruise HOT155, 100 m depth",MIGS/MIMS/MIMARKS.water,Temporal sampling of marine metagenomes from Station ALOHA and BATS,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]",1,48913098,14673929400,6193191950,2018-05-01 00:39:24,150,0,150,0,1550200308,2004-01-21, 012104, 214731,   98.5, 23.7477, 35.3767,0.22,,0.22-NA,500,100,deep chlorophyll maximum,22.75,-158,22.75 -158,2004,1,21,21:47:31,11:47:31,water
SAMN07136998,SRR5720299,PRJNA385855,4,WGS,RANDOM,NextSeq 550,S0501,marine metagenome,SRX2937255,"Metagenome from Station ALOHA, HOT156, 5m",S0501,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP109831,PRJNA385855,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0501,SRS2299043,,2004-02-24,5,ocean biome,ocean,water,"Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA",HOT156,1560200314,"sample S0501, cruise HOT156, 5 m depth",MIGS/MIMS/MIMARKS.water,Temporal sampling of marine metagenomes from Station ALOHA and BATS,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]",1,13333617,4000085100,1571813870,2018-05-01 00:39:24,150,0,150,0,1560200314,2004-02-24, 022404, 214957,    4.0, 24.5454, 34.8943,0.22,,0.22-NA,500,100,surface water,22.75,-158,22.75 -158,2004,2,24,21:49:57,11:49:57,water
SAMN07136999,SRR5720300,PRJNA385855,3.162,WGS,RANDOM,NextSeq 550,S0502,marine metagenome,SRX2937254,"Metagenome from Station ALOHA, HOT156, 100m",S0502,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP109831,PRJNA385855,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0502,SRS2299042,,2004-02-24,100,ocean biome,ocean,water,"Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA",HOT156,1560200308,"sample S0502, cruise HOT156, 100 m depth",MIGS/MIMS/MIMARKS.water,Temporal sampling of marine metagenomes from Station ALOHA and BATS,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]",1,10540927,3162278100,1267076385,2018-05-01 00:39:24,150,0,150,0,1560200308,2004-02-24, 022404, 214412,   98.7, 22.6252, 35.3344,0.22,,0.22-NA,500,100,deep chlorophyll maximum,22.75,-158,22.75 -158,2004,2,24,21:44:12,11:44:12,water
SAMN07137061,SRR5720330,PRJNA385855,8.941,WGS,RANDOM,NextSeq 550,S0564,marine metagenome,SRX2937224,"Metagenome from Station ALOHA, HOT157, 10m",S0564,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP109831,PRJNA385855,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0564,SRS2299012,,2004-03-19,10,ocean biome,ocean,water,"Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA",HOT157,1570200323,"sample S0564, cruise HOT157, 10 m depth",MIGS/MIMS/MIMARKS.water,Temporal sampling of marine metagenomes from Station ALOHA and BATS,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]",1,29804104,8941231200,3806396124,2018-05-01 00:39:24,150,0,150,0,1570200323,2004-03-19, 031904, 224148,    9.9, 23.0455, 35.1821,0.22,,0.22-NA,500,100,surface water,22.75,-158,22.75 -158,2004,3,19,22:41:48,12:41:48,water
SAMN07137001,SRR5720302,PRJNA385855,12.452,WGS,RANDOM,NextSeq 550,S0504,marine metagenome,SRX2937252,"Metagenome from Station ALOHA, HOT158, 25m",S0504,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP109831,PRJNA385855,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0504,SRS2299040,,2004-04-20,25,ocean biome,ocean,water,"Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA",HOT158,1580200313,"sample S0504, cruise HOT158, 25 m depth",MIGS/MIMS/MIMARKS.water,Temporal sampling of marine metagenomes from Station ALOHA and BATS,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]",1,41507610,12452283000,5219776777,2018-05-01 00:39:24,150,0,150,0,1580200313,2004-04-20, 042004, 215948,   23.8, 23.7724, 35.0282,0.22,,0.22-NA,500,100,surface water,22.75,-158,22.75 -158,2004,4,20,21:59:48,11:59:48,water
SAMN07137004,SRR5720305,PRJNA385855,8.437,WGS,RANDOM,NextSeq 550,S0507,marine metagenome,SRX2937249,"Metagenome from Station ALOHA, HOT159, 5m",S0507,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP109831,PRJNA385855,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0507,SRS2299037,,2004-05-18,5,ocean biome,ocean,water,"Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA",HOT159,1590200314,"sample S0507, cruise HOT159, 5 m depth",MIGS/MIMS/MIMARKS.water,Temporal sampling of marine metagenomes from Station ALOHA and BATS,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]",1,28122089,8436626700,3511451108,2018-05-01 00:39:24,150,0,150,0,1590200314,2004-05-18, 051804, 214643,    4.3, 25.3458, 34.6981,0.22,,0.22-NA,500,100,surface water,22.75,-158,22.75 -158,2004,5,18,21:46:43,11:46:43,water
SAMN07137007,SRR5720298,PRJNA385855,7.035,WGS,RANDOM,NextSeq 550,S0510,marine metagenome,SRX2937256,"Metagenome from Station ALOHA, HOT160, 5m",S0510,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP109831,PRJNA385855,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0510,SRS2299044,,2004-06-15,5,ocean biome,ocean,water,"Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA",HOT160,1600200414,"sample S0510, cruise HOT160, 5 m depth",MIGS/MIMS/MIMARKS.water,Temporal sampling of marine metagenomes from Station ALOHA and BATS,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]",1,23448593,7034577900,2904233823,2018-05-01 00:39:24,150,0,150,0,1600200414,2004-06-15, 061504, 215137,    4.3, 25.8764, 34.7368,0.22,,0.22-NA,500,100,surface water,22.75,-158,22.75 -158,2004,6,15,21:51:37,11:51:37,water
SAMN07137010,SRR5720227,PRJNA385855,6.711,WGS,RANDOM,NextSeq 550,S0513,marine metagenome,SRX2937327,"Metagenome from Station ALOHA, HOT162, 5m",S0513,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP109831,PRJNA385855,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0513,SRS2299115,,2004-08-15,5,ocean biome,ocean,water,"Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA",HOT162,1620200414,"sample S0513, cruise HOT162, 5 m depth",MIGS/MIMS/MIMARKS.water,Temporal sampling of marine metagenomes from Station ALOHA and BATS,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]",1,22370133,6711039900,2779232519,2018-05-01 00:39:26,150,0,150,0,1620200414,2004-08-15, 081504, 221638,    4.8, 26.8551, 34.8515,0.22,,0.22-NA,500,100,surface water,22.75,-158,22.75 -158,2004,8,15,22:16:38,12:16:38,water
SAMN07137011,SRR5720228,PRJNA385855,9.454,WGS,RANDOM,NextSeq 550,S0514,marine metagenome,SRX2937326,"Metagenome from Station ALOHA, HOT162, 100m",S0514,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP109831,PRJNA385855,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0514,SRS2299114,,2004-08-15,100,ocean biome,ocean,water,"Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA",HOT162,1620200408,"sample S0514, cruise HOT162, 100 m depth",MIGS/MIMS/MIMARKS.water,Temporal sampling of marine metagenomes from Station ALOHA and BATS,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]",1,31512521,9453756300,3881176881,2018-05-01 00:39:26,150,0,150,0,1620200408,2004-08-15, 081504, 221113,   99.8, 21.5412, 35.2966,0.22,,0.22-NA,500,100,deep chlorophyll maximum,22.75,-158,22.75 -158,2004,8,15,22:11:13,12:11:13,water
SAMN07137013,SRR5720222,PRJNA385855,7.914,WGS,RANDOM,NextSeq 550,S0516,marine metagenome,SRX2937332,"Metagenome from Station ALOHA, HOT163, 5m",S0516,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP109831,PRJNA385855,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0516,SRS2299120,,2004-09-28,5,ocean biome,ocean,water,"Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA",HOT163,1630200414,"sample S0516, cruise HOT163, 5 m depth",MIGS/MIMS/MIMARKS.water,Temporal sampling of marine metagenomes from Station ALOHA and BATS,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]",1,26379124,7913737200,3307732493,2018-05-01 00:39:26,150,0,150,0,1630200414,2004-09-28, 092804, 221852,    4.6, 27.4349, 34.8971,0.22,,0.22-NA,500,100,surface water,22.75,-158,22.75 -158,2004,9,28,22:18:52,12:18:52,water
SAMN07137016,SRR5720219,PRJNA385855,6.713,WGS,RANDOM,NextSeq 550,S0519,marine metagenome,SRX2937335,"Metagenome from Station ALOHA, HOT164, 5m",S0519,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP109831,PRJNA385855,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0519,SRS2299123,,2004-10-10,5,ocean biome,ocean,water,"Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA",HOT164,1640201117,"sample S0519, cruise HOT164, 5 m depth",MIGS/MIMS/MIMARKS.water,Temporal sampling of marine metagenomes from Station ALOHA and BATS,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]",1,22377770,6713331000,2811014041,2018-05-01 00:39:26,150,0,150,0,1640201117,2004-10-10, 103104, 215915,    4.3, 26.0955, 35.1341,0.22,,0.22-NA,500,100,surface water,22.75,-158,22.75 -158,2004,10,10,21:59:15,11:59:15,water
SAMN07137019,SRR5720241,PRJNA385855,9.816,WGS,RANDOM,NextSeq 550,S0522,marine metagenome,SRX2937313,"Metagenome from Station ALOHA, HOT165, 5m",S0522,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP109831,PRJNA385855,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0522,SRS2299101,,2004-11-10,5,ocean biome,ocean,water,"Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA",HOT165,1650200419,"sample S0522, cruise HOT165, 5 m depth",MIGS/MIMS/MIMARKS.water,Temporal sampling of marine metagenomes from Station ALOHA and BATS,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]",1,32721051,9816315300,4233249905,2018-05-01 00:39:26,150,0,150,0,1650200419,2004-11-10, 112704, 215254,    4.9, 26.5187, 34.9172,0.22,,0.22-NA,500,100,surface water,22.75,-158,22.75 -158,2004,11,10,21:52:54,11:52:54,water
SAMN07137022,SRR5720246,PRJNA385855,10.041,WGS,RANDOM,NextSeq 550,S0525,marine metagenome,SRX2937308,"Metagenome from Station ALOHA, HOT166, 5m",S0525,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP109831,PRJNA385855,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0525,SRS2299096,,2004-12-14,5,ocean biome,ocean,water,"Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA",HOT166,1660200514,"sample S0525, cruise HOT166, 5 m depth",MIGS/MIMS/MIMARKS.water,Temporal sampling of marine metagenomes from Station ALOHA and BATS,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]",1,33468362,10040508600,4343406220,2018-05-01 00:39:26,150,0,150,0,1660200514,2004-12-14, 122004, 215108,    4.9, 25.2637, 34.9648,0.22,,0.22-NA,500,100,surface water,22.75,-158,22.75 -158,2004,12,14,21:51:08,11:51:08,water
SAMN07137023,SRR5720245,PRJNA385855,9.351,WGS,RANDOM,NextSeq 550,S0526,marine metagenome,SRX2937309,"Metagenome from Station ALOHA, HOT166, 100m",S0526,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP109831,PRJNA385855,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0526,SRS2299097,,2004-12-14,100,ocean biome,ocean,water,"Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA",HOT166,1660200508,"sample S0526, cruise HOT166, 100 m depth",MIGS/MIMS/MIMARKS.water,Temporal sampling of marine metagenomes from Station ALOHA and BATS,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?study=SRP109831""}]",1,31170529,9351158700,4060125586,2018-05-01 00:39:26,150,0,150,0,1660200508,2004-12-14, 122004, 214339,   98.5, 23.5076, 35.1504,0.22,,0.22-NA,500,100,deep chlorophyll maximum,22.75,-158,22.75 -158,2004,12,14,21:43:39,11:43:39,water
