sample	biosample	run	bioproject	gbp	library_strategy	library_selection	model	sample_name	taxon_name	experiment_accession	experiment_title	library_name	library_source	library_layout	platform	submitter	study_accession	study_alias	study_centre_project_name	organisation	organisation_department	organisation_institution	organisation_street	organisation_city	organisation_country	organisation_contact_name	organisation_contact_email	sample_description	sample_alias	sample_accession	sample_title	collection_date	depth	env_biome	env_feature	env_material	geo_loc_name	study_title	design_description	study_abstract	study_links	number_of_runs_for_sample	spots	bases	run_size	published	read1_length_average	read1_length_stdev	read2_length_average	read2_length_stdev	year	month	day	time	temperature_degC	salinity_pss	size_frac_low	size_frac_up	size_frac	samp_size	samp_vol_we_dna_ext	lat_lon	latitude	longitude	layer	local_time	environmental_package	project	season	sub_region_seavox	region_seavox	provcode_longhurst	provdescr_longhurst	environment	geometry
BGS_SAMN15782924_7_2016_04_11	SAMN15782924	SRR12480106	PRJNA656268	2.023	WGS	RANDOM	Illumina NovaSeq 6000	I9N2016_130_meta	marine metagenome	SRX8973791	Metagenome of whole ocean water: Bio-GO-SHIP	I9N2016_130_meta	METAGENOMIC	PAIRED	ILLUMINA	Earth System Science, Bio-GO-SHIP	SRP278138	PRJNA656268	Marine metagenome	Biological Global Ocean Ship-based Hydrographic Investigations Program	Earth System Science	Biological Global Ocean Ship-based Hydrographic Investigations Program	3208 Croul Hall, University of California Irvine	Irvine	USA	Adam C. Martiny	amartiny@uci.edu	No Station	I9N2016_130	SRS7229384	I9N2016_130_meta		7.0				Indian Ocean	Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects	Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.	"The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects."	"[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]"	1	6697072	2022515744	650871391	2021-03-01 10:09:09	151.0	0.0	151.0	0.0	2016	4	11	06:35:00	30.648		0.22		0.22-NA			0.718498 92.83943	0.718498	92.83943	surface water	12:35	water	BGS		INDIAN OCEAN	INDIAN OCEAN	MONS	Trades - Indian Monsoon Gyres Province	Trades	c(92.83943, 0.718498)
BGS_SAMN15782925_7_2016_04_11	SAMN15782925	SRR12480105	PRJNA656268	2.419	WGS	RANDOM	Illumina NovaSeq 6000	I9N2016_131_meta	marine metagenome	SRX8973792	Metagenome of whole ocean water: Bio-GO-SHIP	I9N2016_131_meta	METAGENOMIC	PAIRED	ILLUMINA	Earth System Science, Bio-GO-SHIP	SRP278138	PRJNA656268	Marine metagenome	Biological Global Ocean Ship-based Hydrographic Investigations Program	Earth System Science	Biological Global Ocean Ship-based Hydrographic Investigations Program	3208 Croul Hall, University of California Irvine	Irvine	USA	Adam C. Martiny	amartiny@uci.edu	No Station	I9N2016_131	SRS7229385	I9N2016_131_meta		7.0				Indian Ocean	Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects	Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.	"The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects."	"[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]"	1	8010582	2419195764	856407437	2021-03-01 10:09:09	151.0	0.0	151.0	0.0	2016	4	11	08:30:00	30.704		0.22		0.22-NA			0.818113 92.733598	0.818113	92.733598	surface water	14:30	water	BGS		INDIAN OCEAN	INDIAN OCEAN	MONS	Trades - Indian Monsoon Gyres Province	Trades	c(92.733598, 0.818113)
BGS_SAMN15782926_7_2016_04_11	SAMN15782926	SRR12480104	PRJNA656268	3.603	WGS	RANDOM	Illumina NovaSeq 6000	I9N2016_132_meta	marine metagenome	SRX8973793	Metagenome of whole ocean water: Bio-GO-SHIP	I9N2016_132_meta	METAGENOMIC	PAIRED	ILLUMINA	Earth System Science, Bio-GO-SHIP	SRP278138	PRJNA656268	Marine metagenome	Biological Global Ocean Ship-based Hydrographic Investigations Program	Earth System Science	Biological Global Ocean Ship-based Hydrographic Investigations Program	3208 Croul Hall, University of California Irvine	Irvine	USA	Adam C. Martiny	amartiny@uci.edu	No Station	I9N2016_132	SRS7229386	I9N2016_132_meta		7.0				Indian Ocean	Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects	Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.	"The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects."	"[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]"	1	11930461	3602999222	1138383486	2021-03-01 10:09:09	151.0	0.0	151.0	0.0	2016	4	11	13:30:00	30.72		0.22		0.22-NA			0.926687 92.633333	0.926687	92.633333	surface water	19:30	water	BGS		INDIAN OCEAN	INDIAN OCEAN	MONS	Trades - Indian Monsoon Gyres Province	Trades	c(92.633333, 0.926687)
BGS_SAMN15782928_7_2016_04_11	SAMN15782928	SRR12480101	PRJNA656268	3.245	WGS	RANDOM	Illumina NovaSeq 6000	I9N2016_134_meta	marine metagenome	SRX8973796	Metagenome of whole ocean water: Bio-GO-SHIP	I9N2016_134_meta	METAGENOMIC	PAIRED	ILLUMINA	Earth System Science, Bio-GO-SHIP	SRP278138	PRJNA656268	Marine metagenome	Biological Global Ocean Ship-based Hydrographic Investigations Program	Earth System Science	Biological Global Ocean Ship-based Hydrographic Investigations Program	3208 Croul Hall, University of California Irvine	Irvine	USA	Adam C. Martiny	amartiny@uci.edu	No Station	I9N2016_134	SRS7229389	I9N2016_134_meta		7.0				Indian Ocean	Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects	Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.	"The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects."	"[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]"	1	10745387	3245106874	1008328916	2021-03-01 10:09:09	151.0	0.0	151.0	0.0	2016	4	11	19:50:00	30.61		0.22		0.22-NA			1.140505 92.477577	1.140505	92.477577	surface water	01:50	water	BGS		INDIAN OCEAN	INDIAN OCEAN	MONS	Trades - Indian Monsoon Gyres Province	Trades	c(92.477577, 1.140505)
BGS_SAMN15782930_7_2016_04_12	SAMN15782930	SRR12480099	PRJNA656268	6.931	WGS	RANDOM	Illumina NovaSeq 6000	I9N2016_136_meta	marine metagenome	SRX8973798	Metagenome of whole ocean water: Bio-GO-SHIP	I9N2016_136_meta	METAGENOMIC	PAIRED	ILLUMINA	Earth System Science, Bio-GO-SHIP	SRP278138	PRJNA656268	Marine metagenome	Biological Global Ocean Ship-based Hydrographic Investigations Program	Earth System Science	Biological Global Ocean Ship-based Hydrographic Investigations Program	3208 Croul Hall, University of California Irvine	Irvine	USA	Adam C. Martiny	amartiny@uci.edu	No Station	I9N2016_136	SRS7229391	I9N2016_136_meta		7.0				Indian Ocean	Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects	Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.	"The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects."	"[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]"	1	22951218	6931267836	2146613966	2021-03-01 10:09:09	151.0	0.0	151.0	0.0	2016	4	12	03:30:00	30.704		0.22		0.22-NA			1.67274 92.210948	1.67274	92.210948	surface water	09:30	water	BGS		INDIAN OCEAN	INDIAN OCEAN	MONS	Trades - Indian Monsoon Gyres Province	Trades	c(92.210948, 1.67274)
BGS_SAMN15782931_7_2016_04_12	SAMN15782931	SRR12480098	PRJNA656268	8.441	WGS	RANDOM	Illumina NovaSeq 6000	I9N2016_137_meta	marine metagenome	SRX8973799	Metagenome of whole ocean water: Bio-GO-SHIP	I9N2016_137_meta	METAGENOMIC	PAIRED	ILLUMINA	Earth System Science, Bio-GO-SHIP	SRP278138	PRJNA656268	Marine metagenome	Biological Global Ocean Ship-based Hydrographic Investigations Program	Earth System Science	Biological Global Ocean Ship-based Hydrographic Investigations Program	3208 Croul Hall, University of California Irvine	Irvine	USA	Adam C. Martiny	amartiny@uci.edu	No Station	I9N2016_137	SRS7229392	I9N2016_137_meta		7.0				Indian Ocean	Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects	Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.	"The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects."	"[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]"	1	27951391	8441320082	2730797319	2021-03-01 10:09:09	151.0	0.0	151.0	0.0	2016	4	12	05:30:00	30.656		0.22		0.22-NA			1.798842 92.161222	1.798842	92.161222	surface water	11:30	water	BGS		INDIAN OCEAN	INDIAN OCEAN	MONS	Trades - Indian Monsoon Gyres Province	Trades	c(92.161222, 1.798842)
BGS_SAMN15782932_7_2016_04_12	SAMN15782932	SRR12480097	PRJNA656268	7.623	WGS	RANDOM	Illumina NovaSeq 6000	I9N2016_138_meta	marine metagenome	SRX8973800	Metagenome of whole ocean water: Bio-GO-SHIP	I9N2016_138_meta	METAGENOMIC	PAIRED	ILLUMINA	Earth System Science, Bio-GO-SHIP	SRP278138	PRJNA656268	Marine metagenome	Biological Global Ocean Ship-based Hydrographic Investigations Program	Earth System Science	Biological Global Ocean Ship-based Hydrographic Investigations Program	3208 Croul Hall, University of California Irvine	Irvine	USA	Adam C. Martiny	amartiny@uci.edu	No Station	I9N2016_138	SRS7229393	I9N2016_138_meta		7.0				Indian Ocean	Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects	Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.	"The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects."	"[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]"	1	25243368	7623497136	2401404019	2021-03-01 10:09:09	151.0	0.0	151.0	0.0	2016	4	12	09:30:00	30.694		0.22		0.22-NA			2.013627 92.085677	2.013627	92.085677	surface water	15:30	water	BGS		INDIAN OCEAN	INDIAN OCEAN	MONS	Trades - Indian Monsoon Gyres Province	Trades	c(92.085677, 2.013627)
BGS_SAMN15782933_7_2016_04_12	SAMN15782933	SRR12480096	PRJNA656268	8.037	WGS	RANDOM	Illumina NovaSeq 6000	I9N2016_139_meta	marine metagenome	SRX8973801	Metagenome of whole ocean water: Bio-GO-SHIP	I9N2016_139_meta	METAGENOMIC	PAIRED	ILLUMINA	Earth System Science, Bio-GO-SHIP	SRP278138	PRJNA656268	Marine metagenome	Biological Global Ocean Ship-based Hydrographic Investigations Program	Earth System Science	Biological Global Ocean Ship-based Hydrographic Investigations Program	3208 Croul Hall, University of California Irvine	Irvine	USA	Adam C. Martiny	amartiny@uci.edu	No Station	I9N2016_139	SRS7229394	I9N2016_139_meta		7.0				Indian Ocean	Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects	Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.	"The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects."	"[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]"	1	26614047	8037442194	2506272778	2021-03-01 10:09:09	151.0	0.0	151.0	0.0	2016	4	12	12:10:00	30.681		0.22		0.22-NA			2.201162 92.020135	2.201162	92.020135	surface water	18:10	water	BGS		INDIAN OCEAN	INDIAN OCEAN	MONS	Trades - Indian Monsoon Gyres Province	Trades	c(92.020135, 2.201162)
BGS_SAMN15782936_7_2016_04_12	SAMN15782936	SRR12480093	PRJNA656268	9.113	WGS	RANDOM	Illumina NovaSeq 6000	I9N2016_142_meta	marine metagenome	SRX8973804	Metagenome of whole ocean water: Bio-GO-SHIP	I9N2016_142_meta	METAGENOMIC	PAIRED	ILLUMINA	Earth System Science, Bio-GO-SHIP	SRP278138	PRJNA656268	Marine metagenome	Biological Global Ocean Ship-based Hydrographic Investigations Program	Earth System Science	Biological Global Ocean Ship-based Hydrographic Investigations Program	3208 Croul Hall, University of California Irvine	Irvine	USA	Adam C. Martiny	amartiny@uci.edu	No Station	I9N2016_142	SRS7229397	I9N2016_142_meta		7.0				Indian Ocean	Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects	Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.	"The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects."	"[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]"	1	30174569	9112719838	2835191608	2021-03-01 10:09:09	151.0	0.0	151.0	0.0	2016	4	12	21:58:00	30.483		0.22		0.22-NA			2.761847 91.836742	2.761847	91.836742	surface water	03:58	water	BGS		INDIAN OCEAN	INDIAN OCEAN	MONS	Trades - Indian Monsoon Gyres Province	Trades	c(91.836742, 2.761847)
BGS_SAMN15782946_7_2016_04_14	SAMN15782946	SRR12480166	PRJNA656268	4.969	WGS	RANDOM	Illumina NovaSeq 6000	I9N2016_152_meta	marine metagenome	SRX8974196	Metagenome of whole ocean water: Bio-GO-SHIP	I9N2016_152_meta	METAGENOMIC	PAIRED	ILLUMINA	Earth System Science, Bio-GO-SHIP	SRP278138	PRJNA656268	Marine metagenome	Biological Global Ocean Ship-based Hydrographic Investigations Program	Earth System Science	Biological Global Ocean Ship-based Hydrographic Investigations Program	3208 Croul Hall, University of California Irvine	Irvine	USA	Adam C. Martiny	amartiny@uci.edu	No Station	I9N2016_152	SRS7229788	I9N2016_152_meta		7.0				Indian Ocean	Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects	Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.	"The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects."	"[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]"	1	16452039	4968515778	1548961785	2021-03-01 10:09:10	151.0	0.0	151.0	0.0	2016	4	14	02:50:00	30.539		0.22		0.22-NA			4.833453 90.62174	4.833453	90.62174	surface water	08:50	water	BGS		INDIAN OCEAN	INDIAN OCEAN	MONS	Trades - Indian Monsoon Gyres Province	Trades	c(90.62174, 4.833453)
BGS_SAMN15782952_7_2016_04_14	SAMN15782952	SRR12480159	PRJNA656268	3.755	WGS	RANDOM	Illumina NovaSeq 6000	I9N2016_157_meta	marine metagenome	SRX8974203	Metagenome of whole ocean water: Bio-GO-SHIP	I9N2016_157_meta	METAGENOMIC	PAIRED	ILLUMINA	Earth System Science, Bio-GO-SHIP	SRP278138	PRJNA656268	Marine metagenome	Biological Global Ocean Ship-based Hydrographic Investigations Program	Earth System Science	Biological Global Ocean Ship-based Hydrographic Investigations Program	3208 Croul Hall, University of California Irvine	Irvine	USA	Adam C. Martiny	amartiny@uci.edu	No Station	I9N2016_157	SRS7229796	I9N2016_157_meta		7.0				Indian Ocean	Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects	Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.	"The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects."	"[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]"	1	12433744	3754990688	1174558549	2021-03-01 10:09:10	151.0	0.0	151.0	0.0	2016	4	14	16:30:00	31.329		0.22		0.22-NA			5.763192 89.790027	5.763192	89.790027	surface water	22:30	water	BGS		INDIAN OCEAN	INDIAN OCEAN	MONS	Trades - Indian Monsoon Gyres Province	Trades	c(89.790027, 5.763192)
