bottle_id_pub,biosample,run,bioproject,gbp,library_strategy,library_selection,model,sample_name,taxon_name,experiment_accession,experiment_title,library_name,library_source,library_layout,platform,submitter,study_accession,study_alias,study_centre_project_name,organisation,organisation_department,organisation_institution,organisation_street,organisation_city,organisation_country,organisation_contact_name,organisation_contact_email,sample_description,sample_alias,sample_accession,sample_title,collection_date,depth,env_biome,env_feature,env_material,geo_loc_name,geotraces_section,cruise_id,cruise_station,bottle_id,biosamplemodel,study_title,design_description,study_abstract,study_links,number_of_runs_for_sample,spots,bases,run_size,published,read1_length_average,read1_length_stdev,read2_length_average,read2_length_stdev,isolation_source,year,month,day,time,cruise_bodc,station_bodc,type_bodc,yyyy_mm_ddthh_mm_ss_sss_bodc,longitude_degrees_east_bodc,latitude_degrees_north_bodc,bot_depth_m_bodc,operators_cruise_name_bodc,ship_name_bodc,period_bodc,chief_scientist_bodc,geotraces_scientist_bodc,cruise_aliases_bodc,cruise_information_link_bodc,bodc_cruise_number_bodc,ctdprs_t_value_sensor_dbar_bodc,qv_seadatanet_bodc,depth_m_bodc,rosette_bottle_number_bodc,geotraces_sample_id_bodc,bottle_flag_bodc,cast_identifier_bodc,sampling_device_bodc,bodc_event_number_bodc,ncbi_metagenome_biosample_accession_bodc,ncbi_single_cell_genome_bioproject_accession_bodc,ncbi_16s_18s_rrna_gene_biosample_accession_bodc,embl_ebi_metagenome_mgnify_analysis_accession_bodc,temperature_degC,salinity_pss,salinity_d_conc_bottle_bodc,cfc_11_d_conc_bottle_pmol_kg_bodc,cfc_12_d_conc_bottle_pmol_kg_bodc,cfc113_d_conc_bottle_pmol_kg_bodc,sf6_d_conc_bottle_fmol_kg_bodc,he_d_conc_bottle_nmol_kg_bodc,ne_d_conc_bottle_nmol_kg_bodc,oxygen_d_conc_bottle_umol_kg_bodc,oxygen_umolKg,phosphate_umolKg,phosphate_ll_d_conc_fish_umol_kg_bodc,silicate_umolKg,nitrate_umolKg,nitrate_ll_d_conc_fish_umol_kg_bodc,nitrite_umolKg,nitrite_ll_d_conc_fish_umol_kg_bodc,no2_no3_d_conc_bottle_umol_kg_bodc,talk_d_conc_bottle_umol_kg_bodc,dic_umolKg,doc_umolKg,tdn_d_conc_bottle_umol_kg_bodc,chla_ngL,chlb_ngL,chlc_ngL,dv_chl_a_hplc_tp_conc_bottle_ng_liter_bodc,qv_odv_sample_bodc,size_frac_low,size_frac_up,size_frac,samp_size,samp_vol_we_dna_ext,latitude,longitude,lat_lon,layer,local_time,environmental_package
632267,SAMN07136762,SRR5788256,PRJNA385854,8.486,WGS,RANDOM,NextSeq 550,S0295,marine metagenome,SRX2974476,"Marine metagenome, Atlantic Ocean, 33.4334 N 58.0503 W, 51m",S0295,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP110813,PRJNA385854,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0295,SRS2329485,,2010-05-22,51,ocean_biome,ocean,water,Atlantic Ocean,GA02,PE319,18,632267,MIGS/MIMS/MIMARKS.water,Marine metagenomes from the bioGEOTRACES project,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,Marine metagenomes from the bioGEOTRACES project Metagenome,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]",1,28286252,8485875600,3629199610,2018-05-01 00:39:30,150,0,150,0,"",2010,05,22,13:07:00,GA02,18,B,2010-05-22T13:00:29,301.9498,33.4334,4504,PE319,Pelagia,28/04/2010 - 26/05/2010,Gerringa Loes,de Baar Hein,64PE319,https://www.bodc.ac.uk/resources/inventories/cruise_inventory/report/10001/,10001,51.3,0,51,,22,No problem reported (0),18_02_ROS,CTD,1608715,SAMN07136762,"","",https://www.ebi.ac.uk/metagenomics/analyses/MGYA00452545,18.929501,36.608799,,2.192,1.364,,,,,,214,0.01,,0.7,0,,0.04,,,2393.800049,2086.699951,57.365852,,,,,,1,0.22,,0.22-NA,500,100,33.4334,-58.0503,33.4334 -58.0503,,,water
632273,SAMN07136761,SRR5788387,PRJNA385854,11.34,WGS,RANDOM,NextSeq 550,S0294,marine metagenome,SRX2974825,"Marine metagenome, Atlantic Ocean, 33.4334 N 58.0503 W, 9m",S0294,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP110813,PRJNA385854,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0294,SRS2329833,,2010-05-22,9,ocean_biome,ocean,water,Atlantic Ocean,GA02,PE319,18,632273,MIGS/MIMS/MIMARKS.water,Marine metagenomes from the bioGEOTRACES project,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,Marine metagenomes from the bioGEOTRACES project Metagenome,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]",1,37800395,11340118500,4827480060,2018-05-01 00:39:40,150,0,150,0,"",2010,05,22,13:07:00,GA02,18,B,2010-05-22T13:00:29,301.9498,33.4334,4504,PE319,Pelagia,28/04/2010 - 26/05/2010,Gerringa Loes,de Baar Hein,64PE319,https://www.bodc.ac.uk/resources/inventories/cruise_inventory/report/10001/,10001,9,0,9,,24,No problem reported (0),18_02_ROS,CTD,1608715,SAMN07136761,"","",https://www.ebi.ac.uk/metagenomics/analyses/MGYA00452701,20.5662,36.6478,,2.116,1.332,,,,,219.819412,212.300003,0.01,,0.3,0,,0.02,,,2396.100098,2080.899902,63.219513,,,,,,1,0.22,,0.22-NA,500,100,33.4334,-58.0503,33.4334 -58.0503,,,water
632450,SAMN07136503,SRR5788371,PRJNA385854,6.927,WGS,RANDOM,NextSeq 550,S0023,marine metagenome,SRX2974841,"Marine metagenome, Atlantic Ocean, 37.5673 N 50.6855 W, 75m",S0023,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP110813,PRJNA385854,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0023,SRS2329848,,2010-05-18,75,ocean_biome,ocean,water,Atlantic Ocean,GA02,PE319,15,632450,MIGS/MIMS/MIMARKS.water,Marine metagenomes from the bioGEOTRACES project,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,Marine metagenomes from the bioGEOTRACES project Metagenome,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]",1,23089410,6926823000,3517999909,2018-05-01 00:39:40,150,0,150,0,"",2010,05,18,13:22:00,GA02,15,B,2010-05-19T01:52:41,309.21811,37.5345,5441,PE319,Pelagia,28/04/2010 - 26/05/2010,Gerringa Loes,de Baar Hein,64PE319,https://www.bodc.ac.uk/resources/inventories/cruise_inventory/report/10001/,10001,75.7,0,75,,21,No problem reported (0),15_01_ROS,CTD,1608638,SAMN07136503,"","",https://www.ebi.ac.uk/metagenomics/analyses/MGYA00452419,17.6479,36.399899,,,,,,,,228.940628,220.399994,0.04,,0.3,0.5,,0.09,,,2383.300049,2088,,,,,,,1,0.22,,0.22-NA,500,100,37.5673,-50.6855,37.5673 -50.6855,,,water
632453,SAMN07136502,SRR5788427,PRJNA385854,7.121,WGS,RANDOM,NextSeq 550,S0022,marine metagenome,SRX2974785,"Marine metagenome, Atlantic Ocean, 37.5673 N 50.6855 W, 52m",S0022,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP110813,PRJNA385854,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0022,SRS2329793,,2010-05-18,52,ocean_biome,ocean,water,Atlantic Ocean,GA02,PE319,15,632453,MIGS/MIMS/MIMARKS.water,Marine metagenomes from the bioGEOTRACES project,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,Marine metagenomes from the bioGEOTRACES project Metagenome,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]",1,23735638,7120691400,3646700901,2018-05-01 00:39:39,150,0,150,0,"",2010,05,18,13:22:00,GA02,15,B,2010-05-19T01:52:41,309.21811,37.5345,5441,PE319,Pelagia,28/04/2010 - 26/05/2010,Gerringa Loes,de Baar Hein,64PE319,https://www.bodc.ac.uk/resources/inventories/cruise_inventory/report/10001/,10001,52.7,0,52,,22,No problem reported (0),15_01_ROS,CTD,1608638,SAMN07136502,"","",https://www.ebi.ac.uk/metagenomics/analyses/MGYA00452665,17.695,36.402901,,,,,,,,,221.800003,0.03,,0.2,0.3,,0.06,,,2383.300049,2085.899902,69.658539,,,,,,1,0.22,,0.22-NA,500,100,37.5673,-50.6855,37.5673 -50.6855,,,water
632459,SAMN07136501,SRR5788428,PRJNA385854,7.06,WGS,RANDOM,NextSeq 550,S0021,marine metagenome,SRX2974784,"Marine metagenome, Atlantic Ocean, 37.5673 N 50.6855 W, 10m",S0021,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP110813,PRJNA385854,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0021,SRS2329794,,2010-05-18,10,ocean_biome,ocean,water,Atlantic Ocean,GA02,PE319,15,632459,MIGS/MIMS/MIMARKS.water,Marine metagenomes from the bioGEOTRACES project,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,Marine metagenomes from the bioGEOTRACES project Metagenome,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]",1,23533825,7060147500,3602312172,2018-05-01 00:39:39,150,0,150,0,"",2010,05,18,13:22:00,GA02,15,B,2010-05-19T01:52:41,309.21811,37.5345,5441,PE319,Pelagia,28/04/2010 - 26/05/2010,Gerringa Loes,de Baar Hein,64PE319,https://www.bodc.ac.uk/resources/inventories/cruise_inventory/report/10001/,10001,9.7,0,10,,24,No problem reported (0),15_01_ROS,CTD,1608638,SAMN07136501,"","",https://www.ebi.ac.uk/metagenomics/analyses/MGYA00452664,17.7591,36.409199,,2.293,1.407,,,,,,222.600006,0.03,,0.2,0.3,,0.1,,,2381.600098,2085.899902,61.463413,,,,,,1,0.22,,0.22-NA,500,100,37.5673,-50.6855,37.5673 -50.6855,,,water
632882,SAMN07136497,SRR5788432,PRJNA385854,6.922,WGS,RANDOM,NextSeq 550,S0017,marine metagenome,SRX2974780,"Marine metagenome, Atlantic Ocean, 36.2067 N 53.2681 W, 74m",S0017,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP110813,PRJNA385854,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0017,SRS2329788,,2010-05-20,74,ocean_biome,ocean,water,Atlantic Ocean,GA02,PE319,16,632882,MIGS/MIMS/MIMARKS.water,Marine metagenomes from the bioGEOTRACES project,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,Marine metagenomes from the bioGEOTRACES project Metagenome,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]",1,23071938,6921581400,3491228175,2018-05-01 00:39:38,150,0,150,0,"",2010,05,20,13:30:00,GA02,16,B,2010-05-20T13:22:13,306.70898,36.2051,5451,PE319,Pelagia,28/04/2010 - 26/05/2010,Gerringa Loes,de Baar Hein,64PE319,https://www.bodc.ac.uk/resources/inventories/cruise_inventory/report/10001/,10001,74.7,0,74,,21,No problem reported (0),16_02_ROS,CTD,1608687,SAMN07136497,"","",https://www.ebi.ac.uk/metagenomics/analyses/MGYA00452658,18.0693,36.538502,,,,,,,,,205.199997,0.09,,0.8,2.2,,0.28,,,2392,2099.899902,,,,,,,1,0.22,,0.22-NA,500,100,36.2067,-53.2681,36.2067 -53.2681,,,water
632885,SAMN07136496,SRR5788433,PRJNA385854,7.397,WGS,RANDOM,NextSeq 550,S0016,marine metagenome,SRX2974779,"Marine metagenome, Atlantic Ocean, 36.2067 N 53.2681 W, 50m",S0016,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP110813,PRJNA385854,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0016,SRS2329789,,2010-05-20,50,ocean_biome,ocean,water,Atlantic Ocean,GA02,PE319,16,632885,MIGS/MIMS/MIMARKS.water,Marine metagenomes from the bioGEOTRACES project,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,Marine metagenomes from the bioGEOTRACES project Metagenome,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]",1,24656118,7396835400,3808759136,2018-05-01 00:39:38,150,0,150,0,"",2010,05,20,13:30:00,GA02,16,B,2010-05-20T13:22:13,306.70898,36.2051,5451,PE319,Pelagia,28/04/2010 - 26/05/2010,Gerringa Loes,de Baar Hein,64PE319,https://www.bodc.ac.uk/resources/inventories/cruise_inventory/report/10001/,10001,50.4,0,50,,22,No problem reported (0),16_02_ROS,CTD,1608687,SAMN07136496,"","",https://www.ebi.ac.uk/metagenomics/analyses/MGYA00452657,18.326799,36.537601,,,,,,,,,214.199997,0.03,,0.4,0.7,,0.16,,,2392.399902,2090.699951,56.487804,,,,,,1,0.22,,0.22-NA,500,100,36.2067,-53.2681,36.2067 -53.2681,,,water
632891,SAMN07136495,SRR5788434,PRJNA385854,7.28,WGS,RANDOM,NextSeq 550,S0015,marine metagenome,SRX2974778,"Marine metagenome, Atlantic Ocean, 36.2067 N 53.2681 W, 8m",S0015,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP110813,PRJNA385854,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0015,SRS2329785,,2010-05-20,8,ocean_biome,ocean,water,Atlantic Ocean,GA02,PE319,16,632891,MIGS/MIMS/MIMARKS.water,Marine metagenomes from the bioGEOTRACES project,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,Marine metagenomes from the bioGEOTRACES project Metagenome,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]",1,24265082,7279524600,3765243509,2018-05-01 00:39:38,150,0,150,0,"",2010,05,20,13:30:00,GA02,16,B,2010-05-20T13:22:13,306.70898,36.2051,5451,PE319,Pelagia,28/04/2010 - 26/05/2010,Gerringa Loes,de Baar Hein,64PE319,https://www.bodc.ac.uk/resources/inventories/cruise_inventory/report/10001/,10001,8.5,0,8,,24,No problem reported (0),16_02_ROS,CTD,1608687,SAMN07136495,PRJNA445865;PRJEB33281,"",https://www.ebi.ac.uk/metagenomics/analyses/MGYA00452672,18.5744,36.541698,,2.207,1.398,,,,,,223.100006,0.02,,0.3,0.1,,0.03,,,2392.100098,2082.5,56.585365,,,,,,1,0.22,,0.22-NA,500,100,36.2067,-53.2681,36.2067 -53.2681,,,water
633236,SAMN07136623,SRR5788112,PRJNA385854,9.301,WGS,RANDOM,NextSeq 550,S0148,marine metagenome,SRX2974620,"Marine metagenome, Atlantic Ocean, 24.7143 N 67.0726 W, 77m",S0148,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP110813,PRJNA385854,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0148,SRS2329628,,2010-06-17,77,ocean_biome,ocean,water,Atlantic Ocean,GA02,PE321,25,633236,MIGS/MIMS/MIMARKS.water,Marine metagenomes from the bioGEOTRACES project,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,Marine metagenomes from the bioGEOTRACES project Metagenome,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]",1,31001923,9300576900,4258055615,2018-05-01 00:39:34,150,0,150,0,"",2010,06,17,19:56:00,GA02,25,B,2010-06-17T19:47:43,292.92731,24.7144,5575,PE321,Pelagia,11/06/2010 - 08/07/2010,Rijkenberg Micha,de Baar Hein,64PE321,https://www.bodc.ac.uk/resources/inventories/cruise_inventory/report/10002/,10002,77.1,0,77,,21,No problem reported (0),25_02_ROS,CTD,1608932,SAMN07136623,"","",https://www.ebi.ac.uk/metagenomics/analyses/MGYA00466202,22.846001,36.914001,,1.8631,1.191,,,,,,213.399994,0.01,,0.7,0,,0.01,,,2413,2074.399902,67.707314,5.658537,,,,,1,0.22,,0.22-NA,500,100,24.7143,-67.0726,24.7143 -67.0726,,,water
633245,SAMN07136622,SRR5788447,PRJNA385854,8.055,WGS,RANDOM,NextSeq 550,S0147,marine metagenome,SRX2974765,"Marine metagenome, Atlantic Ocean, 24.7143 N 67.0726 W, 11m",S0147,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP110813,PRJNA385854,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0147,SRS2329776,,2010-06-17,11,ocean_biome,ocean,water,Atlantic Ocean,GA02,PE321,25,633245,MIGS/MIMS/MIMARKS.water,Marine metagenomes from the bioGEOTRACES project,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,Marine metagenomes from the bioGEOTRACES project Metagenome,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]",1,26848483,8054544900,3673159789,2018-05-01 00:39:38,150,0,150,0,"",2010,06,17,19:56:00,GA02,25,B,2010-06-17T19:47:43,292.92731,24.7144,5575,PE321,Pelagia,11/06/2010 - 08/07/2010,Rijkenberg Micha,de Baar Hein,64PE321,https://www.bodc.ac.uk/resources/inventories/cruise_inventory/report/10002/,10002,10.9,0,11,,24,No problem reported (0),25_02_ROS,CTD,1608932,SAMN07136622,"","",https://www.ebi.ac.uk/metagenomics/analyses/MGYA00452411,26.76,36.492001,,1.5821,1.0428,,,,,,203.600006,0.01,,0.9,0,,0.01,,,2388.199951,2035.699951,75.414635,5.756098,,,,,1,0.22,,0.22-NA,500,100,24.7143,-67.0726,24.7143 -67.0726,,,water
633521,SAMN07136629,SRR5788114,PRJNA385854,11.655,WGS,RANDOM,NextSeq 550,S0154,marine metagenome,SRX2974618,"Marine metagenome, Atlantic Ocean, 22.3411 N 63.5833 W, 100m",S0154,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP110813,PRJNA385854,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0154,SRS2329625,,2010-06-19,100,ocean_biome,ocean,water,Atlantic Ocean,GA02,PE321,27,633521,MIGS/MIMS/MIMARKS.water,Marine metagenomes from the bioGEOTRACES project,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,Marine metagenomes from the bioGEOTRACES project Metagenome,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]",1,38849924,11654977200,5076652291,2018-05-01 00:39:34,150,0,150,0,"",2010,06,19,21:44:00,GA02,27,B,2010-06-19T21:34:28,296.41669,22.3409,5807,PE321,Pelagia,11/06/2010 - 08/07/2010,Rijkenberg Micha,de Baar Hein,64PE321,https://www.bodc.ac.uk/resources/inventories/cruise_inventory/report/10002/,10002,100.5,0,100,,20,No problem reported (0),27_02_ROS,CTD,1608967,SAMN07136629,"","",https://www.ebi.ac.uk/metagenomics/analyses/MGYA00463250,22.298,36.903999,,1.8389,1.1791,,,,,,210.300003,0.01,,0.7,0,,0.01,,,2417.600098,2078.899902,,,,,,,1,0.22,,0.22-NA,500,100,22.3411,-63.5833,22.3411 -63.5833,,,water
633524,SAMN07136628,SRR5788117,PRJNA385854,7.371,WGS,RANDOM,NextSeq 550,S0153,marine metagenome,SRX2974615,"Marine metagenome, Atlantic Ocean, 22.3411 N 63.5833 W, 75m",S0153,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP110813,PRJNA385854,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0153,SRS2329623,,2010-06-19,75,ocean_biome,ocean,water,Atlantic Ocean,GA02,PE321,27,633524,MIGS/MIMS/MIMARKS.water,Marine metagenomes from the bioGEOTRACES project,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,Marine metagenomes from the bioGEOTRACES project Metagenome,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]",1,24569068,7370720400,3214634605,2018-05-01 00:39:34,150,0,150,0,"",2010,06,19,21:44:00,GA02,27,B,2010-06-19T21:34:28,296.41669,22.3409,5807,PE321,Pelagia,11/06/2010 - 08/07/2010,Rijkenberg Micha,de Baar Hein,64PE321,https://www.bodc.ac.uk/resources/inventories/cruise_inventory/report/10002/,10002,75.7,0,75,,21,No problem reported (0),27_02_ROS,CTD,1608967,SAMN07136628,"","",https://www.ebi.ac.uk/metagenomics/analyses/MGYA00466198,23.674,36.987999,,,,,,,,,211.199997,0.01,,0.7,0,,0.01,,,2418.600098,2070.699951,,,,,,,1,0.22,,0.22-NA,500,100,22.3411,-63.5833,22.3411 -63.5833,,,water
633533,SAMN07136627,SRR5788116,PRJNA385854,7.901,WGS,RANDOM,NextSeq 550,S0152,marine metagenome,SRX2974616,"Marine metagenome, Atlantic Ocean, 22.3411 N 63.5833 W, 12m",S0152,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP110813,PRJNA385854,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0152,SRS2329624,,2010-06-19,12,ocean_biome,ocean,water,Atlantic Ocean,GA02,PE321,27,633533,MIGS/MIMS/MIMARKS.water,Marine metagenomes from the bioGEOTRACES project,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,Marine metagenomes from the bioGEOTRACES project Metagenome,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]",1,26336708,7901012400,3630931902,2018-05-01 00:39:34,150,0,150,0,"",2010,06,19,21:44:00,GA02,27,B,2010-06-19T21:34:28,296.41669,22.3409,5807,PE321,Pelagia,11/06/2010 - 08/07/2010,Rijkenberg Micha,de Baar Hein,64PE321,https://www.bodc.ac.uk/resources/inventories/cruise_inventory/report/10002/,10002,12,0,12,,24,No problem reported (0),27_02_ROS,CTD,1608967,SAMN07136627,"","",https://www.ebi.ac.uk/metagenomics/analyses/MGYA00466199,28.393999,36.150002,,1.4551,0.9473,,,,,,193.899994,0.01,,1.1,0,,0.01,,,2367.199951,2016.599976,,,,,,,1,0.22,,0.22-NA,500,100,22.3411,-63.5833,22.3411 -63.5833,,,water
633848,SAMN07136640,SRR5788289,PRJNA385854,9.428,WGS,RANDOM,NextSeq 550,S0165,marine metagenome,SRX2974443,"Marine metagenome, Atlantic Ocean, 31.6667 N 64.167 W, 100m",S0165,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP110813,PRJNA385854,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0165,SRS2329452,,2010-06-13,100,ocean_biome,ocean,water,Atlantic Ocean,GA02,PE321,21,633848,MIGS/MIMS/MIMARKS.water,Marine metagenomes from the bioGEOTRACES project,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,Marine metagenomes from the bioGEOTRACES project Metagenome,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]",1,31425941,9427782300,4047419801,2018-05-01 00:39:29,150,0,150,0,"",2010,06,13,00:53:00,GA02,21,B,2010-06-13T08:38:46,295.83331,31.6667,4567,PE321,Pelagia,11/06/2010 - 08/07/2010,Rijkenberg Micha,de Baar Hein,64PE321,https://www.bodc.ac.uk/resources/inventories/cruise_inventory/report/10002/,10002,101,0,100,,20,No problem reported (0),21_01_ROS,CTD,1608834,SAMN07136640,"","",https://www.ebi.ac.uk/metagenomics/analyses/MGYA00452506,18.469,36.605999,,1.9631,1.343,,,,,,205.300003,0.1,,0.8,2,,0.08,,,2391.699951,2101,55.219513,5.073171,,,,,1,0.22,,0.22-NA,500,100,31.6667,-64.167,31.6667 -64.167,,,water
633851,SAMN07136639,SRR5788290,PRJNA385854,9.803,WGS,RANDOM,NextSeq 550,S0164,marine metagenome,SRX2974442,"Marine metagenome, Atlantic Ocean, 31.6667 N 64.167 W, 75m",S0164,METAGENOMIC,PAIRED,ILLUMINA,"Civil and Environmental Engineering, MIT",SRP110813,PRJNA385854,marine metagenome,MIT,Civil and Environmental Engineering,MIT,"15 Vassar St., 48-424",Cambridge,USA,Steven Biller,sbiller@gmail.com,,S0164,SRS2329451,,2010-06-13,75,ocean_biome,ocean,water,Atlantic Ocean,GA02,PE321,21,633851,MIGS/MIMS/MIMARKS.water,Marine metagenomes from the bioGEOTRACES project,Filtered water sample; Phenol:Chloroform extraction; Nextera XT library prep,Marine metagenomes from the bioGEOTRACES project Metagenome,"[{""label"": ""Metagenomic Assemblies"", ""url"": ""https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110813""}]",1,32677279,9803183700,4366344435,2018-05-01 00:39:29,150,0,150,0,"",2010,06,13,00:53:00,GA02,21,B,2010-06-13T08:38:46,295.83331,31.6667,4567,PE321,Pelagia,11/06/2010 - 08/07/2010,Rijkenberg Micha,de Baar Hein,64PE321,https://www.bodc.ac.uk/resources/inventories/cruise_inventory/report/10002/,10002,76,0,75,,21,No problem reported (0),21_01_ROS,CTD,1608834,SAMN07136639,"","",https://www.ebi.ac.uk/metagenomics/analyses/MGYA00452505,18.712999,36.617001,,1.9632,1.349,,,,,,219,0.04,,0.5,0.6,,0.13,,,2392.899902,2095.100098,56.975609,2.926829,,,,,1,0.22,,0.22-NA,500,100,31.6667,-64.167,31.6667 -64.167,,,water
